occupationUri,occupationLabel,relationType,skillType,skillUri,skillLabel
http://data.europa.eu/esco/occupation/85482504-c83d-4038-80d9-265198d18b48,community care case worker,essential,skill/competence,http://data.europa.eu/esco/skill/7838b15f-1beb-4da3-b4f2-22d8ae6e9079,promote service users' rights
http://data.europa.eu/esco/occupation/85482504-c83d-4038-80d9-265198d18b48,community care case worker,essential,skill/competence,http://data.europa.eu/esco/skill/7a63f944-6948-4ae4-9c1f-d08e492535c9,apply person-centred care
http://data.europa.eu/esco/occupation/85482504-c83d-4038-80d9-265198d18b48,community care case worker,essential,skill/competence,http://data.europa.eu/esco/skill/8d927aab-9202-4c02-9f39-5d478458f25c,assess social service users' situation
http://data.europa.eu/esco/occupation/85482504-c83d-4038-80d9-265198d18b48,community care case worker,essential,skill/competence,http://data.europa.eu/esco/skill/996243ee-543f-4c36-a31a-e0f2403c0c5d,relate empathetically
http://data.europa.eu/esco/occupation/85482504-c83d-4038-80d9-265198d18b48,community care case worker,essential,skill/competence,http://data.europa.eu/esco/skill/a17286c5-238d-4f0b-bc24-29e9121345de,listen actively
http://data.europa.eu/esco/occupation/85482504-c83d-4038-80d9-265198d18b48,community care case worker,essential,skill/competence,http://data.europa.eu/esco/skill/a4d46d86-9de5-4734-881c-5b2059b9fccf,manage social crisis
http://data.europa.eu/esco/occupation/85482504-c83d-4038-80d9-265198d18b48,community care case worker,essential,skill/competence,http://data.europa.eu/esco/skill/a762f4cd-b6bb-419b-834a-71f3ed367e5c,manage ethical issues within social services
http://data.europa.eu/esco/occupation/85482504-c83d-4038-80d9-265198d18b48,community care case worker,essential,skill/competence,http://data.europa.eu/esco/skill/a95e0f9f-726e-4b0a-97c5-fa7a9d40ae8f,review social service plan
http://data.europa.eu/esco/occupation/85482504-c83d-4038-80d9-265198d18b48,community care case worker,essential,skill/competence,http://data.europa.eu/esco/skill/a9661351-4d11-477e-9f8c-e22dab6596d6,apply decision making within social work
http://data.europa.eu/esco/occupation/85482504-c83d-4038-80d9-265198d18b48,community care case worker,essential,skill/competence,http://data.europa.eu/esco/skill/aa238394-8126-4ada-be2f-9dfe065cf314,adhere to organisational guidelines
http://data.europa.eu/esco/occupation/85482504-c83d-4038-80d9-265198d18b48,community care case worker,essential,skill/competence,http://data.europa.eu/esco/skill/afa3b020-a48c-45a8-a2ff-77d0b9df5381,apply holistic approach within social services
http://data.europa.eu/esco/occupation/85482504-c83d-4038-80d9-265198d18b48,community care case worker,essential,skill/competence,http://data.europa.eu/esco/skill/b55f61a4-5f9e-4741-ba95-9ac04b64119b,work in a multicultural environment in health care
http://data.europa.eu/esco/occupation/85482504-c83d-4038-80d9-265198d18b48,community care case worker,essential,skill/competence,http://data.europa.eu/esco/skill/b9f16465-56a9-426b-a047-0f9f1f95ec92,address problems critically
http://data.europa.eu/esco/occupation/85482504-c83d-4038-80d9-265198d18b48,community care case worker,essential,skill/competence,http://data.europa.eu/esco/skill/bc401d18-9bea-4300-90fd-22bfa286bd77,apply socially just working principles
http://data.europa.eu/esco/occupation/85482504-c83d-4038-80d9-265198d18b48,community care case worker,essential,skill/competence,http://data.europa.eu/esco/skill/bcd2ce08-ba12-4d66-865f-f4ba36419707,promote inclusion
http://data.europa.eu/esco/occupation/85482504-c83d-4038-80d9-265198d18b48,community care case worker,essential,skill/competence,http://data.europa.eu/esco/skill/bd17a64e-a9bd-439d-9b87-01c6bb1b7e09,maintain records of work with service users
http://data.europa.eu/esco/occupation/85482504-c83d-4038-80d9-265198d18b48,community care case worker,essential,skill/competence,http://data.europa.eu/esco/skill/bf5d77ad-e18c-48d8-83f0-bc79c011c74a,develop professional network
http://data.europa.eu/esco/occupation/85482504-c83d-4038-80d9-265198d18b48,community care case worker,essential,skill/competence,http://data.europa.eu/esco/skill/c3da8380-7049-4159-af65-3eff63ed9caf,negotiate with social service stakeholders
http://data.europa.eu/esco/occupation/85482504-c83d-4038-80d9-265198d18b48,community care case worker,essential,skill/competence,http://data.europa.eu/esco/skill/c65795f8-69cc-47e0-9ba0-427671c965e6,report on social development
http://data.europa.eu/esco/occupation/85482504-c83d-4038-80d9-265198d18b48,community care case worker,essential,skill/competence,http://data.europa.eu/esco/skill/cd195aad-29dd-43f5-a5be-e6994d83215b,undertake continuous professional development in social work
http://data.europa.eu/esco/occupation/85482504-c83d-4038-80d9-265198d18b48,community care case worker,essential,skill/competence,http://data.europa.eu/esco/skill/d15ce60f-ddab-41ce-ba56-398451b77b60,have computer literacy
http://data.europa.eu/esco/occupation/85482504-c83d-4038-80d9-265198d18b48,community care case worker,essential,skill/competence,http://data.europa.eu/esco/skill/d15f8745-28f8-4abf-a7b6-6cb8a304efd2,tolerate stress
http://data.europa.eu/esco/occupation/85482504-c83d-4038-80d9-265198d18b48,community care case worker,essential,skill/competence,http://data.europa.eu/esco/skill/d3eccb86-f02d-4950-bfbd-20b9510774a1,apply organisational techniques
http://data.europa.eu/esco/occupation/85482504-c83d-4038-80d9-265198d18b48,community care case worker,essential,skill/competence,http://data.europa.eu/esco/skill/e23c32a2-eff1-4d77-b2b0-724a3a600a95,refer social service users
http://data.europa.eu/esco/occupation/85482504-c83d-4038-80d9-265198d18b48,community care case worker,essential,skill/competence,http://data.europa.eu/esco/skill/e55e230e-c308-426d-a536-06176db2a651,organise social work packages
http://data.europa.eu/esco/occupation/85482504-c83d-4038-80d9-265198d18b48,community care case worker,essential,skill/competence,http://data.europa.eu/esco/skill/e8828961-9e8e-471f-bd24-0673a7e844ef,communicate with social service users
http://data.europa.eu/esco/occupation/85482504-c83d-4038-80d9-265198d18b48,community care case worker,essential,skill/competence,http://data.europa.eu/esco/skill/ee4a78d4-af84-42df-8ca0-039c0999e87c,consider social impact of actions on service users
http://data.europa.eu/esco/occupation/85482504-c83d-4038-80d9-265198d18b48,community care case worker,essential,skill/competence,http://data.europa.eu/esco/skill/f2f2cd3b-6afd-482e-80af-5823250ef0b8,cooperate at inter-professional level
http://data.europa.eu/esco/occupation/85482504-c83d-4038-80d9-265198d18b48,community care case worker,essential,skill/competence,http://data.europa.eu/esco/skill/f90d4810-8bac-4e5e-b870-3e35a4138ff7,accept own accountability
http://data.europa.eu/esco/occupation/85482504-c83d-4038-80d9-265198d18b48,community care case worker,essential,skill/competence,http://data.europa.eu/esco/skill/fbdfc3bf-56a0-4454-a17d-2f513fe57b53,manage stress in the work place
http://data.europa.eu/esco/occupation/85482504-c83d-4038-80d9-265198d18b48,community care case worker,essential,skill/competence,http://data.europa.eu/esco/skill/fdb44237-c0b0-4924-9439-911332e0d884,build helping relationship with social service users
http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c,user interface developer,essential,knowledge,http://data.europa.eu/esco/skill/1019423b-3368-4f83-b24f-19e5fa23e816,software UI design patterns
http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c,user interface developer,essential,knowledge,http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97,computer programming
http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c,user interface developer,essential,knowledge,http://data.europa.eu/esco/skill/69bbd53f-fbb0-4476-b4b2-ef7844464e28,web programming
http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c,user interface developer,essential,knowledge,http://data.europa.eu/esco/skill/8696aff0-18c0-4ba6-a4d0-9a21861b3e5e,World Wide Web Consortium standards
http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c,user interface developer,essential,knowledge,http://data.europa.eu/esco/skill/925463a7-d51f-4d5b-9f79-4d28cf30acde,integrated development environment software
http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c,user interface developer,essential,knowledge,http://data.europa.eu/esco/skill/a71577b2-7550-4222-88ee-dcbd2d881516,graphics editor software
http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c,user interface developer,essential,knowledge,http://data.europa.eu/esco/skill/c2999f0c-eb37-4cdf-b9b0-82107b628794,style sheet languages
http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c,user interface developer,essential,skill/competence,http://data.europa.eu/esco/skill/04fe962b-4017-4eb7-9139-7d69b6922bc9,use an application-specific interface
http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c,user interface developer,essential,skill/competence,http://data.europa.eu/esco/skill/2b7a79e5-84d8-4880-be66-3d9bb05bea17,use software design patterns
http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c,user interface developer,essential,skill/competence,http://data.europa.eu/esco/skill/7364cc39-b9c0-449f-9416-57723e2fd9c4,use methodologies for user-centered design
http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c,user interface developer,essential,skill/competence,http://data.europa.eu/esco/skill/797a4416-0b8d-44f3-8fcd-eb10bd0be6b4,develop software prototype
http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c,user interface developer,essential,skill/competence,http://data.europa.eu/esco/skill/85c11255-469f-41bd-a6d1-382bc4a87783,interpret technical texts
http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c,user interface developer,essential,skill/competence,http://data.europa.eu/esco/skill/8b94aa1e-89c9-459d-b3b4-1dfab8dec2df,use software libraries
http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c,user interface developer,essential,skill/competence,http://data.europa.eu/esco/skill/f058bf62-70d1-4f5e-be2a-8b26fac24a96,design graphics
http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c,user interface developer,essential,skill/competence,http://data.europa.eu/esco/skill/f28617ad-afdd-4041-814c-216153a38998,analyse software specifications
http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c,user interface developer,essential,skill/competence,http://data.europa.eu/esco/skill/fc4fcb4b-993f-4f2c-b158-c2171ec18ed8,draw design sketches
http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c,user interface developer,essential,skill/competence,http://data.europa.eu/esco/skill/fd33c66c-70c4-40e6-b87c-5495bd3bf26e,design user interface
http://data.europa.eu/esco/occupation/8801ef16-92a4-4889-8f80-9b78206c7ec0,human rights officer,essential,knowledge,http://data.europa.eu/esco/skill/24e4b3c9-286f-423f-ae43-54c9b8d92c5e,international human rights law
http://data.europa.eu/esco/occupation/8801ef16-92a4-4889-8f80-9b78206c7ec0,human rights officer,essential,knowledge,http://data.europa.eu/esco/skill/e97c0d89-2f81-4840-8602-e668a949482f,social justice
http://data.europa.eu/esco/occupation/8801ef16-92a4-4889-8f80-9b78206c7ec0,human rights officer,essential,knowledge,http://data.europa.eu/esco/skill/ed3f3dba-3a35-4ed5-b113-67f4d10ef4c8,scientific research methodology
http://data.europa.eu/esco/occupation/8801ef16-92a4-4889-8f80-9b78206c7ec0,human rights officer,essential,skill/competence,http://data.europa.eu/esco/skill/0b4fa617-f80f-426f-b7b1-e65234493983,investigate human rights violations
http://data.europa.eu/esco/occupation/8801ef16-92a4-4889-8f80-9b78206c7ec0,human rights officer,essential,skill/competence,http://data.europa.eu/esco/skill/16ac1a06-ce37-405d-8c9f-d8b218039917,support victims of human rights violations
http://data.europa.eu/esco/occupation/8801ef16-92a4-4889-8f80-9b78206c7ec0,human rights officer,essential,skill/competence,http://data.europa.eu/esco/skill/2de4572a-4724-4f76-afc2-72a568a264ac,speak different languages
http://data.europa.eu/esco/occupation/8801ef16-92a4-4889-8f80-9b78206c7ec0,human rights officer,essential,skill/competence,http://data.europa.eu/esco/skill/326809fc-238d-40c2-881e-40042f7f2f0d,establish collaborative relations
http://data.europa.eu/esco/occupation/8801ef16-92a4-4889-8f80-9b78206c7ec0,human rights officer,essential,skill/competence,http://data.europa.eu/esco/skill/5fe2e5e7-b8a2-4072-b527-f82f3169d989,facilitate official agreement
http://data.europa.eu/esco/occupation/8801ef16-92a4-4889-8f80-9b78206c7ec0,human rights officer,essential,skill/competence,http://data.europa.eu/esco/skill/5ff0df56-48a7-4f84-937f-ba9a88182f3f,promote human rights implementation
http://data.europa.eu/esco/occupation/8801ef16-92a4-4889-8f80-9b78206c7ec0,human rights officer,essential,skill/competence,http://data.europa.eu/esco/skill/896563fc-6255-4419-89c2-ffed30159ad6,conduct research interview
http://data.europa.eu/esco/occupation/8801ef16-92a4-4889-8f80-9b78206c7ec0,human rights officer,essential,skill/competence,http://data.europa.eu/esco/skill/9bb92e10-a5a9-437e-8101-8be2d7f631ff,advise on legal decisions
http://data.europa.eu/esco/occupation/8801ef16-92a4-4889-8f80-9b78206c7ec0,human rights officer,essential,skill/competence,http://data.europa.eu/esco/skill/bf5ab3df-9589-4e99-b8f6-a83b494f40be,promote social awareness
http://data.europa.eu/esco/occupation/89330b57-6a30-40e1-b623-50f47a4b0c34,grants management officer,essential,knowledge,http://data.europa.eu/esco/skill/52e53619-fa77-4f72-b237-5e4aae784dc2,financial management
http://data.europa.eu/esco/occupation/89330b57-6a30-40e1-b623-50f47a4b0c34,grants management officer,essential,skill/competence,http://data.europa.eu/esco/skill/0b6cc8e4-b34d-4631-9061-3ba839ecc640,report on grants
http://data.europa.eu/esco/occupation/89330b57-6a30-40e1-b623-50f47a4b0c34,grants management officer,essential,skill/competence,http://data.europa.eu/esco/skill/0ffce932-cec4-4fec-87e6-df23fb6bdc12,find grants
http://data.europa.eu/esco/occupation/89330b57-6a30-40e1-b623-50f47a4b0c34,grants management officer,essential,skill/competence,http://data.europa.eu/esco/skill/1ccf5bda-d904-4d00-9c71-9b8f0196e9f9,grant concessions
http://data.europa.eu/esco/occupation/89330b57-6a30-40e1-b623-50f47a4b0c34,grants management officer,essential,skill/competence,http://data.europa.eu/esco/skill/918f5211-b99f-4b29-9a34-6e475583ef55,write work-related reports
http://data.europa.eu/esco/occupation/89330b57-6a30-40e1-b623-50f47a4b0c34,grants management officer,essential,skill/competence,http://data.europa.eu/esco/skill/bf5d77ad-e18c-48d8-83f0-bc79c011c74a,develop professional network
http://data.europa.eu/esco/occupation/89330b57-6a30-40e1-b623-50f47a4b0c34,grants management officer,essential,skill/competence,http://data.europa.eu/esco/skill/c0f8207c-2377-4fe2-abc4-b173cc4c31c8,keep grant applicant informed
http://data.europa.eu/esco/occupation/89330b57-6a30-40e1-b623-50f47a4b0c34,grants management officer,essential,skill/competence,http://data.europa.eu/esco/skill/c28b9479-da90-4ca4-82b1-41b336497b89,advise on grants application
http://data.europa.eu/esco/occupation/89330b57-6a30-40e1-b623-50f47a4b0c34,grants management officer,essential,skill/competence,http://data.europa.eu/esco/skill/cd5efa8c-e44d-4cbc-91c6-796018dbed68,perform project management
http://data.europa.eu/esco/occupation/89330b57-6a30-40e1-b623-50f47a4b0c34,grants management officer,essential,skill/competence,http://data.europa.eu/esco/skill/dfa7be8d-a98d-4fa5-a759-86b6357f38cf,check grant applications
http://data.europa.eu/esco/occupation/89330b57-6a30-40e1-b623-50f47a4b0c34,grants management officer,essential,skill/competence,http://data.europa.eu/esco/skill/fbca4e43-3816-44cf-81a5-d7b5ae320c00,guide staff
http://data.europa.eu/esco/occupation/89b85c45-ddc7-4fe1-be5a-d3db2be11f3b,ICT account manager,essential,knowledge,http://data.europa.eu/esco/skill/0c0488b3-fca5-4deb-865b-8dc605c3d909,sales argumentation
http://data.europa.eu/esco/occupation/89b85c45-ddc7-4fe1-be5a-d3db2be11f3b,ICT account manager,essential,knowledge,http://data.europa.eu/esco/skill/880c54f9-866e-4f37-b5fa-25ef8a7d49b6,accounting techniques
http://data.europa.eu/esco/occupation/89b85c45-ddc7-4fe1-be5a-d3db2be11f3b,ICT account manager,essential,knowledge,http://data.europa.eu/esco/skill/9af252ce-bf4d-411b-8daa-beb91df4257d,channel marketing
http://data.europa.eu/esco/occupation/89b85c45-ddc7-4fe1-be5a-d3db2be11f3b,ICT account manager,essential,knowledge,http://data.europa.eu/esco/skill/d6d3fee7-47e2-47f4-a0ec-6c75f28c6abd,product comprehension
http://data.europa.eu/esco/occupation/89b85c45-ddc7-4fe1-be5a-d3db2be11f3b,ICT account manager,essential,knowledge,http://data.europa.eu/esco/skill/e7219848-a27a-4bf4-8775-d367707be7c9,sales strategies
http://data.europa.eu/esco/occupation/89b85c45-ddc7-4fe1-be5a-d3db2be11f3b,ICT account manager,essential,skill/competence,http://data.europa.eu/esco/skill/00e53a0a-c0ba-4c9f-a2ed-4706d5832a00,guarantee customer satisfaction
http://data.europa.eu/esco/occupation/89b85c45-ddc7-4fe1-be5a-d3db2be11f3b,ICT account manager,essential,skill/competence,http://data.europa.eu/esco/skill/0a43729f-2a79-4dae-9faa-95520daae79f,apply company policies
http://data.europa.eu/esco/occupation/89b85c45-ddc7-4fe1-be5a-d3db2be11f3b,ICT account manager,essential,skill/competence,http://data.europa.eu/esco/skill/13e2378e-0d10-450d-843a-b3592575826e,implement marketing strategies
http://data.europa.eu/esco/occupation/89b85c45-ddc7-4fe1-be5a-d3db2be11f3b,ICT account manager,essential,skill/competence,http://data.europa.eu/esco/skill/2239694b-771a-4586-8b54-2794e361a9ae,maintain relationship with customers
http://data.europa.eu/esco/occupation/89b85c45-ddc7-4fe1-be5a-d3db2be11f3b,ICT account manager,essential,skill/competence,http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f,perform data analysis
http://data.europa.eu/esco/occupation/89b85c45-ddc7-4fe1-be5a-d3db2be11f3b,ICT account manager,essential,skill/competence,http://data.europa.eu/esco/skill/31c83903-8fc8-4bd8-9ca4-7a98a9c31eae,perform customers’ needs analysis
http://data.europa.eu/esco/occupation/89b85c45-ddc7-4fe1-be5a-d3db2be11f3b,ICT account manager,essential,skill/competence,http://data.europa.eu/esco/skill/50181a4b-1cfd-4fbd-ac9a-c1a494b9c5d0,implement customer follow-up
http://data.europa.eu/esco/occupation/89b85c45-ddc7-4fe1-be5a-d3db2be11f3b,ICT account manager,essential,skill/competence,http://data.europa.eu/esco/skill/92721092-fe7c-4689-96bd-4f02385bc0e7,manage contracts
http://data.europa.eu/esco/occupation/89b85c45-ddc7-4fe1-be5a-d3db2be11f3b,ICT account manager,essential,skill/competence,http://data.europa.eu/esco/skill/9889b795-d755-41b2-8afd-2e3c87a65a38,use customer relationship management software
http://data.europa.eu/esco/occupation/89b85c45-ddc7-4fe1-be5a-d3db2be11f3b,ICT account manager,essential,skill/competence,http://data.europa.eu/esco/skill/9f10e94b-a43d-4772-9f60-24e9bbbdedb7,maximise sales revenues
http://data.europa.eu/esco/occupation/89b85c45-ddc7-4fe1-be5a-d3db2be11f3b,ICT account manager,essential,skill/competence,http://data.europa.eu/esco/skill/b0565bd9-29c8-42f6-b174-702970fc2f4f,produce sales reports
http://data.europa.eu/esco/occupation/89b85c45-ddc7-4fe1-be5a-d3db2be11f3b,ICT account manager,essential,skill/competence,http://data.europa.eu/esco/skill/b0b453d0-c5d2-4799-ab26-8d90b17d0e67,develop account strategy
http://data.europa.eu/esco/occupation/89b85c45-ddc7-4fe1-be5a-d3db2be11f3b,ICT account manager,essential,skill/competence,http://data.europa.eu/esco/skill/b99aa3b8-0066-46b2-a027-30afae444ad8,implement sales strategies
http://data.europa.eu/esco/occupation/89b85c45-ddc7-4fe1-be5a-d3db2be11f3b,ICT account manager,essential,skill/competence,http://data.europa.eu/esco/skill/d207a30b-2f80-4138-9b77-f88d549b8768,identify new business opportunities
http://data.europa.eu/esco/occupation/89b85c45-ddc7-4fe1-be5a-d3db2be11f3b,ICT account manager,essential,skill/competence,http://data.europa.eu/esco/skill/f4d3a8ff-2db1-4015-aa28-d4564afef3fd,keep records on sales
http://data.europa.eu/esco/occupation/8bd74371-1818-47d5-a253-d703c51c5f26,copy editor,essential,knowledge,http://data.europa.eu/esco/skill/080a3bf6-c8e8-481e-b97e-8fbc964ebab7,typography
http://data.europa.eu/esco/occupation/8bd74371-1818-47d5-a253-d703c51c5f26,copy editor,essential,knowledge,http://data.europa.eu/esco/skill/16e462b2-b8dd-4842-8c31-71d0fb4be474,digital journalism
http://data.europa.eu/esco/occupation/8bd74371-1818-47d5-a253-d703c51c5f26,copy editor,essential,knowledge,http://data.europa.eu/esco/skill/91dd8397-063d-499c-83b9-0603a10d94ac,writing techniques
http://data.europa.eu/esco/occupation/8bd74371-1818-47d5-a253-d703c51c5f26,copy editor,essential,knowledge,http://data.europa.eu/esco/skill/be3f635b-b400-4eb3-b4cc-c44a34f26eae,spelling
http://data.europa.eu/esco/occupation/8bd74371-1818-47d5-a253-d703c51c5f26,copy editor,essential,knowledge,http://data.europa.eu/esco/skill/d4ae9564-0b61-4aa0-9df0-d4fdc969fd6f,grammar
http://data.europa.eu/esco/occupation/8bd74371-1818-47d5-a253-d703c51c5f26,copy editor,essential,knowledge,http://data.europa.eu/esco/skill/e2103a1d-4a84-47a9-b4f7-774787573449,copyright legislation
http://data.europa.eu/esco/occupation/8bd74371-1818-47d5-a253-d703c51c5f26,copy editor,essential,skill/competence,http://data.europa.eu/esco/skill/194c05ed-253c-485a-8bf0-0c8de1aaafda,follow work schedule
http://data.europa.eu/esco/occupation/8bd74371-1818-47d5-a253-d703c51c5f26,copy editor,essential,skill/competence,http://data.europa.eu/esco/skill/25f4c955-e429-44a6-98a7-7d8cb3b6b690,follow a brief
http://data.europa.eu/esco/occupation/8bd74371-1818-47d5-a253-d703c51c5f26,copy editor,essential,skill/competence,http://data.europa.eu/esco/skill/2be39143-3cf8-4b02-af8f-99e3dfb2fc24,suggest revision of manuscripts
http://data.europa.eu/esco/occupation/8bd74371-1818-47d5-a253-d703c51c5f26,copy editor,essential,skill/competence,http://data.europa.eu/esco/skill/94e3fa6e-54d7-42a8-a3fe-7f1b5f6d14e4,consult with editor
http://data.europa.eu/esco/occupation/8bd74371-1818-47d5-a253-d703c51c5f26,copy editor,essential,skill/competence,http://data.europa.eu/esco/skill/96ae5ab6-d696-4d4f-be1c-d02e722c6f55,apply grammar and spelling rules
http://data.europa.eu/esco/occupation/8bd74371-1818-47d5-a253-d703c51c5f26,copy editor,essential,skill/competence,http://data.europa.eu/esco/skill/e3eb64db-bc0b-4cc0-bd31-5feb94b2ef50,track changes in text editing
http://data.europa.eu/esco/occupation/8bd74371-1818-47d5-a253-d703c51c5f26,copy editor,essential,skill/competence,http://data.europa.eu/esco/skill/e70e248e-9fed-4e22-8fb1-87567441ce0c,use dictionaries
http://data.europa.eu/esco/occupation/8bf76ba6-e661-4574-9887-4f2cb943835a,political affairs officer,essential,knowledge,http://data.europa.eu/esco/skill/0a917ad8-5cbd-442b-9b84-e9f6e4c13f17,foreign affairs policy development
http://data.europa.eu/esco/occupation/8bf76ba6-e661-4574-9887-4f2cb943835a,political affairs officer,essential,knowledge,http://data.europa.eu/esco/skill/266ea734-31b2-4e44-9d00-0a3fd03fa454,foreign affairs
http://data.europa.eu/esco/occupation/8bf76ba6-e661-4574-9887-4f2cb943835a,political affairs officer,essential,knowledge,http://data.europa.eu/esco/skill/2be699a7-416a-4f32-967c-4edc65027b71,government policy implementation
http://data.europa.eu/esco/occupation/8bf76ba6-e661-4574-9887-4f2cb943835a,political affairs officer,essential,skill/competence,http://data.europa.eu/esco/skill/0efbe2dc-2770-47ec-b8f4-d1bdff6ac0a4,advise on risk management
http://data.europa.eu/esco/occupation/8bf76ba6-e661-4574-9887-4f2cb943835a,political affairs officer,essential,skill/competence,http://data.europa.eu/esco/skill/66f83eaa-b9ae-471c-ad86-6b9229719e4a,analyse foreign affairs policies
http://data.europa.eu/esco/occupation/8bf76ba6-e661-4574-9887-4f2cb943835a,political affairs officer,essential,skill/competence,http://data.europa.eu/esco/skill/786378b4-6661-4f51-b03c-3006a2bc2d62,monitor political conflicts
http://data.europa.eu/esco/occupation/8bf76ba6-e661-4574-9887-4f2cb943835a,political affairs officer,essential,skill/competence,http://data.europa.eu/esco/skill/9091c8e5-9357-4c29-bceb-ddb1792c22e8,advise on conflict management
http://data.europa.eu/esco/occupation/8bf76ba6-e661-4574-9887-4f2cb943835a,political affairs officer,essential,skill/competence,http://data.europa.eu/esco/skill/b88fde8f-1b98-4a83-8a2e-75232be4f725,write situation reports
http://data.europa.eu/esco/occupation/8bf76ba6-e661-4574-9887-4f2cb943835a,political affairs officer,essential,skill/competence,http://data.europa.eu/esco/skill/dbdd03ec-f64f-4916-8a86-cc71d765cc20,advise on legislative acts
http://data.europa.eu/esco/occupation/8bf76ba6-e661-4574-9887-4f2cb943835a,political affairs officer,essential,skill/competence,http://data.europa.eu/esco/skill/ec8a9c7f-1d84-4c8a-82c4-d4afe2874483,advise on foreign affairs policies
http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc,database administrator,essential,knowledge,http://data.europa.eu/esco/skill/03ff0d53-573a-47a0-a0ad-1995815a4339,information structure
http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc,database administrator,essential,knowledge,http://data.europa.eu/esco/skill/071233c4-ad2b-4f50-b79f-768d2231163e,domain name service
http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc,database administrator,essential,knowledge,http://data.europa.eu/esco/skill/47ca0da1-cae5-4395-ae6b-fd97b9ff48d3,system backup best practice
http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc,database administrator,essential,knowledge,http://data.europa.eu/esco/skill/897b393f-e7e0-4248-a40d-d77119694e83,distributed computing
http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc,database administrator,essential,knowledge,http://data.europa.eu/esco/skill/99207709-d076-4cce-ba38-e90d3bb28806,resource description framework query language
http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc,database administrator,essential,knowledge,http://data.europa.eu/esco/skill/9cf681c7-89ec-470c-b651-7fe03786f586,query languages
http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc,database administrator,essential,knowledge,http://data.europa.eu/esco/skill/9ef0f3a0-9ce2-4ef1-a987-0366b5cb2dbe,database development tools
http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc,database administrator,essential,knowledge,http://data.europa.eu/esco/skill/a7f0fbe0-c546-4f30-8e41-34a58c64567e,data storage
http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc,database administrator,essential,knowledge,http://data.europa.eu/esco/skill/ab1e97ed-2319-4293-a8b7-072d2648822f,database management systems
http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc,database administrator,essential,knowledge,http://data.europa.eu/esco/skill/cc7370dd-69fa-4c67-a96f-d4d135d38700,data quality assessment
http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc,database administrator,essential,knowledge,http://data.europa.eu/esco/skill/fecf8a0d-62c4-4e71-9b03-0f4fc2ad7bf5,data models
http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc,database administrator,essential,skill/competence,http://data.europa.eu/esco/skill/022dc430-872a-473a-9cf4-fed4895e58ad,define database physical structure
http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc,database administrator,essential,skill/competence,http://data.europa.eu/esco/skill/04fe962b-4017-4eb7-9139-7d69b6922bc9,use an application-specific interface
http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc,database administrator,essential,skill/competence,http://data.europa.eu/esco/skill/0868eef3-2213-4572-9343-74931345a7d3,administer ICT system
http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc,database administrator,essential,skill/competence,http://data.europa.eu/esco/skill/0a43729f-2a79-4dae-9faa-95520daae79f,apply company policies
